20260612-000146	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20260612-013746	ItemAdd	2648439867	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0		0	122	638	100	-728878656	2026-06-12 01:37:46	0	0	0	0	-1	-1	-1
20260612-013746	ItemConsume	ExpendIdx	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	148	-765110867	2026-06-12 01:37:35	4294917375	0	0	0	0	0	0
20260612-013746	ItemAdd	2648439867	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0		0	122	622	100	-1839004223	2026-06-12 01:37:46	0	0	0	0	-1	-1	-1
20260612-013747	ItemConsume	ExpendIdx	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	147	-765110867	2026-06-12 01:37:35	4294917375	0	0	0	0	0	0
20260612-013747	ItemAdd	2648439867	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0		0	122	648	100	1339705279	2026-06-12 01:37:47	0	0	0	0	-1	-1	-1
20260612-013747	ItemConsume	ExpendIdx	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	146	-765110867	2026-06-12 01:37:35	4294917375	0	0	0	0	0	0
20260612-013747	ItemAdd	2648439867	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0		0	122	582	100	89635786	2026-06-12 01:37:47	0	0	0	0	-1	-1	-1
20260612-013747	ItemConsume	ExpendIdx	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	145	-765110867	2026-06-12 01:37:35	4294917375	0	0	0	0	0	0
20260612-013747	ItemAdd	2648439867	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Th¹ch-V©n C¨n	0	122	430	100	1751571958	2026-06-12 01:37:47	0	0	0	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	§Þa-Th¸i Ninh	0	122	174	100	1600284928	2026-06-12 01:37:38	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	825103186	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	V©n-V©n Õ	0	122	472	100	1209248614	2026-06-12 01:37:42	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-511355124	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Th¹ch-V©n C¨n	0	122	430	100	1751571958	2026-06-12 01:37:47	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-1346647555	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Thiªn-Hång Qu©n	0	122	152	100	706967352	2026-06-12 01:37:38	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-2138099666	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	H¶i-Ngù K×nh	0	122	217	100	-1457199424	2026-06-12 01:37:42	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	1507309512	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	TuyÕt-Ngù K×nh	0	122	532	100	-949864511	2026-06-12 01:37:39	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-85773719	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	S­¬ng-Ngù K×nh	0	122	560	100	-71262527	2026-06-12 01:37:43	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-760565539	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	§Þa-Ngù K×nh	0	122	175	100	-1183648310	2026-06-12 01:37:39	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	1072258863	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	S¬n-Ngù K×nh	0	122	196	100	-295316514	2026-06-12 01:37:43	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	1726828060	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Th¹ch-S¬n Cèt	0	122	429	100	-1713236156	2026-06-12 01:37:39	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-1249537114	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Thiªn-Ngù K×nh	0	122	154	100	1378438442	2026-06-12 01:37:43	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-1893990917	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	TuyÕt-Ngù K×nh	0	122	532	100	1042694551	2026-06-12 01:37:39	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	396995032	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	S­¬ng-Ngù K×nh	0	122	560	100	-1234996828	2026-06-12 01:37:44	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	220231669	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Vô-Ngù K×nh	0	122	273	100	-769735829	2026-06-12 01:37:40	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-647839645	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Vò-Ngù K×nh	0	122	504	100	-1759106644	2026-06-12 01:37:44	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	815651116	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	V©n-Ngù K×nh	0	122	476	100	-1933748651	2026-06-12 01:37:40	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	1026876214	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	S­¬ng-Ngù K×nh	0	122	560	100	903289521	2026-06-12 01:37:45	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-1523194933	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	NhËt-Ngù K×nh	0	122	28	100	-1389113670	2026-06-12 01:37:40	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-337201139	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	ThÇn-Ngù K×nh	0	122	133	100	-1287640565	2026-06-12 01:37:45	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	296301778	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	S¬n-Sïng A	0	122	194	100	-43159243	2026-06-12 01:37:41	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	974496908	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	ThÇn-Ngù K×nh	0	122	133	100	-2090639224	2026-06-12 01:37:46	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-1181235843	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	NhËt-Ngu Uyªn	0	122	27	100	-584887216	2026-06-12 01:34:20	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	39424770	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	S­¬ng-S­¬ng Tù	0	122	559	100	-336535010	2026-06-12 01:37:46	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	92445611	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	ThÇn-Ngù K×nh	0	122	133	100	1818602751	2026-06-12 01:37:42	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	-1159180984	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013826	ItemConsume	DelItemByIndex	rage01	MaJas_ServeR	1090	AllStar	1	200	1281	2757			0		0	0	0	0	Xu©n-Thanh D­¬ng	0	122	292	100	657792614	2026-06-12 01:37:46	0	0	0	0	-1	-1	-1
20260612-013826	ItemAdd	1374054949	rage01	MaJas_ServeR	1090	AllStar	200	200	1281	2757			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	200	1587234098	2026-06-12 01:38:26	2048	2048	2048	0	-1	-1	-1
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0	Vâ L©m 2 Shiina	2	1	50001	1	-1981882352	2026-06-12 01:37:17	8587562	0	0	0	2	0	0
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	2000	200	1278	2771			0		0	0	0	0	Bét Tr©n Ch©u	2	102	215	2000	-1630106265	2026-06-12 01:37:21	724098	2690751	0	0	2	1	0
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	620	100	-2141680509	2026-06-12 01:37:37	0	0	0	0	2	2	0
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	669	100	-1407555321	2026-06-12 01:37:38	0	0	0	0	2	4	0
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	672	100	1189099220	2026-06-12 01:37:38	0	0	0	0	2	0	1
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	615	100	1699112411	2026-06-12 01:37:38	0	0	0	0	2	1	1
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	709	100	-524143035	2026-06-12 01:37:38	0	0	0	0	2	3	1
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	615	100	1346834483	2026-06-12 01:37:39	0	0	0	0	2	0	2
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	610	100	-634175266	2026-06-12 01:37:39	0	0	0	0	2	1	2
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	691	100	955856548	2026-06-12 01:37:40	0	0	0	0	2	0	3
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	655	100	-1729745965	2026-06-12 01:37:40	0	0	0	0	2	2	3
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	656	100	779782938	2026-06-12 01:37:41	0	0	0	0	2	1	4
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	642	100	-1325547159	2026-06-12 01:37:41	0	0	0	0	2	2	4
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	684	100	-163942746	2026-06-12 01:37:41	0	0	0	0	2	4	4
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	656	100	-1608044782	2026-06-12 01:37:41	0	0	0	0	2	0	5
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	662	100	-1085063823	2026-06-12 01:37:42	0	0	0	0	2	1	5
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	580	100	315566125	2026-06-12 01:37:42	0	0	0	0	2	2	5
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	598	100	232370324	2026-06-12 01:37:43	0	0	0	0	2	2	6
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	712	100	373730141	2026-06-12 01:37:43	0	0	0	0	2	4	6
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	567	100	-1217242752	2026-06-12 01:37:43	0	0	0	0	2	0	7
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	610	100	-791983761	2026-06-12 01:37:44	0	0	0	0	2	4	7
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	663	100	1367723473	2026-06-12 01:37:44	0	0	0	0	2	0	8
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	720	100	1041768548	2026-06-12 01:37:44	0	0	0	0	2	1	8
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	590	100	-2073524171	2026-06-12 01:37:45	0	0	0	0	2	2	8
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	656	100	-715710813	2026-06-12 01:37:45	0	0	0	0	2	4	8
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	568	100	168403752	2026-06-12 01:37:45	0	0	0	0	2	1	9
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	696	100	1687611721	2026-06-12 01:37:45	0	0	0	0	2	2	9
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	672	100	1939071602	2026-06-12 01:37:46	0	0	0	0	2	4	9
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	638	100	-728878656	2026-06-12 01:37:46	0	0	0	0	2	2	10
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	622	100	-1839004223	2026-06-12 01:37:46	0	0	0	0	2	3	10
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	648	100	1339705279	2026-06-12 01:37:47	0	0	0	0	2	4	10
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0		0	122	582	100	89635786	2026-06-12 01:37:47	0	0	0	0	2	0	11
20260612-013849	ItemConsume	ClearItemInPos	rage01	MaJas_ServeR	1090	AllStar	145	200	1278	2771			0		0	0	0	0	Th­¬ng H¶i Ch©u CÊp 7 (	2	102	214	145	-765110867	2026-06-12 01:37:35	4294917375	0	0	0	2	4	11
20260612-013849	ItemAdd	3086646439	rage01	MaJas_ServeR	1090	AllStar	1	200	1278	2771			0		0	0	0	0	Vâ L©m 2 Shiina	2	1	50001	1	1377992340	2026-06-12 01:38:49	4294905164	0	0	0	-1	-1	-1
20260612-014011	ItemAdd	3220264017	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	[BÝ §iÓn] MËt TÞch TiÒm	0	107	30046	0	-1897777148	2026-06-12 01:40:11	335610624	336856068	197633	0	-1	-1	-1
20260612-014011	ItemAdd	3220264017	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	[BÝ §iÓn] MËt TÞch TiÒm	0	107	30046	0	955831842	2026-06-12 01:40:11	335610880	336856067	196865	0	-1	-1	-1
20260612-014025	ItemAdd	4247153898	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	R­¬ng YÕu QuyÕt_S¬	2	1	50005	1	-336726458	2026-06-12 01:40:25	4294904833	0	0	0	-1	-1	-1
20260612-014026	ItemConsume	ExpendIdx	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	R­¬ng YÕu QuyÕt_S¬	2	1	50005	1	-336726458	2026-06-12 01:40:25	4294904833	0	0	0	2	4	0
20260612-014026	ItemAdd	2916245822	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	ThÊt B¶o ChiÕu quyÕt	2	6	11	1	277899690	2026-06-12 01:40:26	4294916842	0	0	0	-1	-1	-1
20260612-014026	ItemAdd	2916245822	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	La H¸n QuyÒn quyÕt	2	6	12	1	-659030669	2026-06-12 01:40:26	4294916398	0	0	0	-1	-1	-1
20260612-014026	ItemAdd	2916245822	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	Ca DiÖp Thèi quyÕt	2	6	13	1	1585778864	2026-06-12 01:40:26	4294917453	0	0	0	-1	-1	-1
20260612-014026	ItemAdd	2916245822	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	HuÖ Nh·n quyÕt	2	6	14	1	558510961	2026-06-12 01:40:26	4294916607	0	0	0	-1	-1	-1
20260612-014026	ItemAdd	2916245822	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	Vi §µ quyÕt	2	6	15	1	-978021626	2026-06-12 01:40:26	4263429	4294916360	0	0	-1	-1	-1
20260612-014026	ItemAdd	2916245822	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	V¨n V©n quyÕt	2	6	16	1	-1014363429	2026-06-12 01:40:26	3551245	1379877	0	0	-1	-1	-1
20260612-014026	ItemAdd	2916245822	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	La H¸n TrËn quyÕt	2	6	17	1	-1266522215	2026-06-12 01:40:26	597329	4294917407	0	0	-1	-1	-1
20260612-014026	ItemAdd	2916245822	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	§¹i Tu Di Ch­ëng	2	6	18	1	2141036776	2026-06-12 01:40:26	4294917762	0	0	0	-1	-1	-1
20260612-014026	ItemAdd	2916245822	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	V« ¶nh quyÕt	2	6	19	1	1654770185	2026-06-12 01:40:26	4294916483	0	0	0	-1	-1	-1
20260612-014026	ItemAdd	2916245822	rage01	MaJas_ServeR	1090	AllStar	1	200	1277	2762			0		0	0	0	0	Long Tr¶o Thñ quyÕt	2	6	20	1	-1782687874	2026-06-12 01:40:26	3934726	0	0	0	-1	-1	-1
20260612-014118	ItemAdd	2834304296	rage02	ServeR_Anh	1090		1	200	1283	2763			0		0	0	0	0	Tèng-Chu T­íc T­íng Kh«	0	103	32263	360	-337267971	2026-06-12 01:41:18	977145169	977275177	977341860	15	-1	-1	-1
20260612-014118	ItemAdd	2834304296	rage02	ServeR_Anh	1090		1	200	1283	2763			0		0	0	0	0	Tèng-Chu T­íc T­íng Y	0	100	32263	360	-1994674558	2026-06-12 01:41:18	977144665	977276277	977406465	15	-1	-1	-1
20260612-014118	ItemAdd	2834304296	rage02	ServeR_Anh	1090		1	200	1283	2763			0		0	0	0	0	Tèng-Chu T­íc T­íng Tra	0	101	32263	360	-1317733077	2026-06-12 01:41:18	977144209	977276848	977471671	15	-1	-1	-1
20260612-014118	ItemAdd	2834304296	rage02	ServeR_Anh	1090		1	200	1283	2763			0		0	0	0	0	Tèng-Chu T­íc T­íng LÖn	0	102	31856	100	-444404536	2026-06-12 01:41:18	977144153	977864859	977604318	0	-1	-1	-1
20260612-014118	ItemAdd	2834304296	rage02	ServeR_Anh	1090		1	200	1283	2763			0		0	0	0	0	Tèng-Chu T­íc T­íng LÖn	0	102	31878	100	919554921	2026-06-12 01:41:18	977145127	977864821	980160165	0	-1	-1	-1
20260612-014118	ItemAdd	2834304296	rage02	ServeR_Anh	1090		1	200	1283	2763			0		0	0	0	0	Tèng-Chu T­íc T­íng LÖn	0	102	31900	100	-590095266	2026-06-12 01:41:18	977144199	977866106	980224207	0	-1	-1	-1
20260612-014118	ItemAdd	2834304296	rage02	ServeR_Anh	1090		1	200	1283	2763			0		0	0	0	0	Tèng-Chu T­íc T­íng KiÕ	0	2	32553	300	-1768443593	2026-06-12 01:41:18	977735166	978128303	949294941	15	-1	-1	-1
20260612-014155	ItemAdd	IBShop	rage02	ServeR_Anh	1090		1	200	1283	2758			0		0	0	0	0	§¹i HiÖp LÖnh	2	1	50254	1	732058770	2026-06-12 01:41:55	0	0	0	0	2	4	3
20260612-014354	ItemAdd	1466563955	rage01	MaJas_ServeR	1090	AllStar	1	200	1279	2759			0		0	0	0	0	Méc Linh Phô ThÓ Lv7	2	150	114	1	389011260	2026-06-12 01:43:54	2048	2048	2048	0	-1	-1	-1
20260612-014354	ItemAdd	1466563955	rage01	MaJas_ServeR	1090	AllStar	1	200	1279	2759			0		0	0	0	0	Háa Linh Phô ThÓ Lv7	2	150	116	1	-2103811603	2026-06-12 01:43:54	2048	2048	2048	0	-1	-1	-1
